Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR5364316_1	(0.0, 9.230868234366998e-05)	(1.0, 0.00014175976217063602)	(2.0, 0.00020989236104334481)	(3.0, 0.0002736293083758789)	(4.0, 0.0003791249453400731)	(5.0, 0.0004648401503734809)	(6.0, 0.0006197868671646412)	(7.0, 0.0008219868380126802)	(8.0, 0.0010131976800102822)	(9.0, 0.0012714422079955496)	(10.0, 0.0015736432513825645)	(11.0, 0.0019725486286534238)	(12.0, 0.0025560713706116235)	(13.0, 0.0033505853864982107)	(14.0, 0.004582466730632188)	(15.0, 0.006342925172472179)	(16.0, 0.008945150884255638)	(17.0, 0.013315527428074393)	(18.0, 0.02016395252766667)	(19.0, 0.03042340322243456)	(20.0, 0.047822490931331306)	(21.0, 0.07510630004119605)	(22.0, 0.10900336689325373)	(23.0, 0.15351813004060352)	(24.0, 0.21950894770036214)	(25.0, 0.30180323692262895)	(26.0, 0.40450214059438705)	(27.0, 0.5339540784525337)	(28.0, 0.6744182223317032)	(29.0, 0.8465365518645563)	(30.0, 1.027682450748043)	(31.0, 1.1953776559185953)	(32.0, 1.4060304646783903)	(33.0, 1.6671596389868975)	(34.0, 1.8747420851458803)	(35.0, 2.0674430530156016)	(36.0, 2.333217332089188)	(37.0, 2.6417953669481116)	(38.0, 2.8238764406967705)	(39.0, 2.879220990326226)	(40.0, 2.994090354199843)	(41.0, 3.1135268000237013)	(42.0, 3.1400007103372887)	(43.0, 3.201368401489669)	(44.0, 3.3692592131537586)	(45.0, 3.4954232036598545)	(46.0, 3.550723796773908)	(47.0, 3.6103354251359883)	(48.0, 3.6999089133087844)	(49.0, 3.736501613467854)	(50.0, 3.7222651970421134)	(51.0, 3.706067221116569)	(52.0, 3.6575458215903502)	(53.0, 3.580069166456115)	(54.0, 3.455366730087127)	(55.0, 3.281296731270437)	(56.0, 3.093454057265493)	(57.0, 2.855870190431933)	(58.0, 2.582101320119653)	(59.0, 2.298243330609788)	(60.0, 1.991518062875048)	(61.0, 1.6908598931786347)	(62.0, 1.4074216883908557)	(63.0, 1.1327714899447714)	(64.0, 0.8791676710730436)	(65.0, 0.6813963191517306)	(66.0, 0.5309188810640431)	(67.0, 0.4133648730122644)	(68.0, 0.3254892052468607)	(69.0, 0.25628736413700437)	(70.0, 0.20397691298315465)	(71.0, 0.16360395249953452)	(72.0, 0.13754982690803366)	(73.0, 0.11636608322304644)	(74.0, 0.0966812567132588)	(75.0, 0.08289099891884555)	(76.0, 0.07208538852021094)	(77.0, 0.0614347248383675)	(78.0, 0.05055438836354992)	(79.0, 0.04192022982576165)	(80.0, 0.03526960904547723)	(81.0, 0.029777242446028872)	(82.0, 0.023529922694555495)	(83.0, 0.017803487650592822)	(84.0, 0.012941897047159538)	(85.0, 0.008575916154880958)	(86.0, 0.0052989579316806736)	(87.0, 0.0029923397859739683)	(88.0, 0.0014846313076940254)	(89.0, 0.0007219857654737044)	(90.0, 0.0003945097257306847)	(91.0, 0.00016483693275655352)	(92.0, 4.615434117183499e-05)	(93.0, 2.7472822126092254e-05)	(94.0, 2.1978257700873802e-05)	(95.0, 1.4285867505567972e-05)	(96.0, 1.208804173548059e-05)	(97.0, 7.69239019530583e-06)	(98.0, 4.39565154017476e-06)	(99.0, 0.0)	(100.0, 0.0)
SRR5364316_2	(0.0, 0.00027472808540491775)	(1.0, 0.00028461829647949475)	(2.0, 0.00030329980628702915)	(3.0, 0.0003725312838090684)	(4.0, 0.0004593453587970224)	(5.0, 0.000604401787890819)	(6.0, 0.0007406669182516582)	(7.0, 0.000884624435003835)	(8.0, 0.0011296818871850216)	(9.0, 0.0013461676184840967)	(10.0, 0.0016241924409138736)	(11.0, 0.0019956248123813225)	(12.0, 0.0024450799601037675)	(13.0, 0.0030824491182431767)	(14.0, 0.004093448472533274)	(15.0, 0.005551705149862577)	(16.0, 0.007836343908089873)	(17.0, 0.011408907930695423)	(18.0, 0.016377090627157954)	(19.0, 0.024734318985175554)	(20.0, 0.04056415126620691)	(21.0, 0.06344680295575332)	(22.0, 0.0929822699614652)	(23.0, 0.13722448083507316)	(24.0, 0.19832510594146846)	(25.0, 0.27168080148160634)	(26.0, 0.3665586952323655)	(27.0, 0.4951369337635751)	(28.0, 0.624517378304167)	(29.0, 0.7720485579912911)	(30.0, 0.9409744620574084)	(31.0, 1.126031300386161)	(32.0, 1.3578655403606381)	(33.0, 1.5900920920410737)	(34.0, 1.80132722017189)	(35.0, 2.022636077738334)	(36.0, 2.2338140624273857)	(37.0, 2.450898700952644)	(38.0, 2.6047695059385716)	(39.0, 2.729190559081434)	(40.0, 2.899463729678377)	(41.0, 3.015980306347969)	(42.0, 3.098842692555459)	(43.0, 3.1621125706242115)	(44.0, 3.2621861219261485)	(45.0, 3.411953588228469)	(46.0, 3.491712645983224)	(47.0, 3.5494000493565494)	(48.0, 3.623088715336197)	(49.0, 3.6740617643022255)	(50.0, 3.6897806064367535)	(51.0, 3.670627663234664)	(52.0, 3.6394196516450075)	(53.0, 3.5767091199581396)	(54.0, 3.4674025071619137)	(55.0, 3.324198844276088)	(56.0, 3.149866291489202)	(57.0, 2.938875121898225)	(58.0, 2.694818778860254)	(59.0, 2.4030454641244736)	(60.0, 2.0858532080146883)	(61.0, 1.786454540540409)	(62.0, 1.508731919004578)	(63.0, 1.2396830125811507)	(64.0, 0.9892299008026115)	(65.0, 0.7833244975286505)	(66.0, 0.6292547894088895)	(67.0, 0.5132404156794176)	(68.0, 0.42121969401686954)	(69.0, 0.34238921719078247)	(70.0, 0.2832897114584766)	(71.0, 0.24177719884145185)	(72.0, 0.21040874604991835)	(73.0, 0.18439529309909752)	(74.0, 0.16130604588932662)	(75.0, 0.14301574887540883)	(76.0, 0.12851669944007887)	(77.0, 0.11505062760587144)	(78.0, 0.09813177319429499)	(79.0, 0.08287337533090586)	(80.0, 0.07119743170119686)	(81.0, 0.05940170662625131)	(82.0, 0.04731696760545979)	(83.0, 0.03709378609137199)	(84.0, 0.028524467651421796)	(85.0, 0.020544166226579747)	(86.0, 0.013938604141103907)	(87.0, 0.009028663798747215)	(88.0, 0.005881378852348478)	(89.0, 0.0035132227561580874)	(90.0, 0.0018439749092378076)	(91.0, 0.0011736383808498086)	(92.0, 0.000848360327730386)	(93.0, 0.0006131930866237763)	(94.0, 0.0004549497094305438)	(95.0, 0.0003659378097593504)	(96.0, 0.00031978349141132426)	(97.0, 0.00023516724110660955)	(98.0, 0.00015164990314351458)	(99.0, 0.0001208803575781638)	(100.0, 0.00010549558479548841)
SRR5364317_1	(0.0, 0.00015165080828889255)	(1.0, 0.00017031552315521778)	(2.0, 0.00019831259545470564)	(3.0, 0.00026713873152427994)	(4.0, 0.000331298688877273)	(5.0, 0.0003989582802677019)	(6.0, 0.0005751065268186464)	(7.0, 0.0007325900585032655)	(8.0, 0.0008690757859632688)	(9.0, 0.0011362145174875489)	(10.0, 0.0013601910958834517)	(11.0, 0.0017159872230227764)	(12.0, 0.002287594115803987)	(13.0, 0.003029516531740415)	(14.0, 0.00422405828318523)	(15.0, 0.00593421278281228)	(16.0, 0.008474947093990803)	(17.0, 0.01268967301974287)	(18.0, 0.01949529467787671)	(19.0, 0.02950191493558533)	(20.0, 0.04646114148100009)	(21.0, 0.07325900585032656)	(22.0, 0.10797887513572893)	(23.0, 0.1529340074359524)	(24.0, 0.21657951858544233)	(25.0, 0.29811049275558843)	(26.0, 0.4013333652344418)	(27.0, 0.5297407707913637)	(28.0, 0.6706185389683492)	(29.0, 0.8439705779233821)	(30.0, 1.0244898673870841)	(31.0, 1.1885270470791418)	(32.0, 1.3955000702318225)	(33.0, 1.667026176294368)	(34.0, 1.8820751882607716)	(35.0, 2.072237136042289)	(36.0, 2.339854150885018)	(37.0, 2.6429644541354236)	(38.0, 2.8234219167311307)	(39.0, 2.881997624705055)	(40.0, 2.982300635852008)	(41.0, 3.093733649782686)	(42.0, 3.1240358143681655)	(43.0, 3.179989129903371)	(44.0, 3.3422368300576197)	(45.0, 3.469260713625075)	(46.0, 3.532289122639297)	(47.0, 3.594986232964642)	(48.0, 3.687383570821027)	(49.0, 3.726808114797422)	(50.0, 3.7127955801115284)	(51.0, 3.6976783276144842)	(52.0, 3.651106364388965)	(53.0, 3.5813189955037754)	(54.0, 3.463037197761835)	(55.0, 3.2915014688722306)	(56.0, 3.0991685814428243)	(57.0, 2.8639651770548267)	(58.0, 2.598873731442447)	(59.0, 2.3175008217432356)	(60.0, 2.0084096439228523)	(61.0, 1.7052386803491315)	(62.0, 1.4226630630857213)	(63.0, 1.1501162304289236)	(64.0, 0.8969690357863127)	(65.0, 0.6951754710090374)	(66.0, 0.5408579415836187)	(67.0, 0.421201954209645)	(68.0, 0.3319041255657494)	(69.0, 0.2599609821134987)	(70.0, 0.20619027167297402)	(71.0, 0.16584882357877032)	(72.0, 0.13884914697995174)	(73.0, 0.11748971390480077)	(74.0, 0.09835488153277998)	(75.0, 0.0846561473655764)	(76.0, 0.0738107814835623)	(77.0, 0.063758665983367)	(78.0, 0.053276095496567095)	(79.0, 0.04431353272669355)	(80.0, 0.03758956919609988)	(81.0, 0.032183801152940436)	(82.0, 0.02606877394486063)	(83.0, 0.020233717459775702)	(84.0, 0.0150915885141031)	(85.0, 0.010357750206131361)	(86.0, 0.0068756143388825595)	(87.0, 0.004249722266126427)	(88.0, 0.0024334122006971527)	(89.0, 0.0014780121084771295)	(90.0, 0.0009938960666318187)	(91.0, 0.0005051138460699268)	(92.0, 0.00013648572746000328)	(93.0, 6.649304671128366e-05)	(94.0, 3.2663251016069166e-05)	(95.0, 2.4497438262051873e-05)	(96.0, 1.5165080828889256e-05)	(97.0, 1.5165080828889256e-05)	(98.0, 8.165812754017291e-06)	(99.0, 1.1665446791453273e-06)	(100.0, 0.0)
SRR5364317_2	(0.0, 0.00031730008980292466)	(1.0, 0.00030330155642926623)	(2.0, 0.00030096846753365647)	(3.0, 0.00033479825651999776)	(4.0, 0.0004246221790009727)	(5.0, 0.0005879384016936546)	(6.0, 0.0007384226354604828)	(7.0, 0.0008445781802107259)	(8.0, 0.0010510565474721881)	(9.0, 0.0013601908261404786)	(10.0, 0.0016144975157619402)	(11.0, 0.0019551284945209624)	(12.0, 0.0024730742293463245)	(13.0, 0.0031298387534604666)	(14.0, 0.00417739566758924)	(15.0, 0.00560991224949362)	(16.0, 0.00786134303375702)	(17.0, 0.011455466477443825)	(18.0, 0.01639578221389745)	(19.0, 0.024737741560150076)	(20.0, 0.04013262863783095)	(21.0, 0.06288491154781713)	(22.0, 0.09249530926644815)	(23.0, 0.1365300290821864)	(24.0, 0.19697103001185234)	(25.0, 0.26934228100921864)	(26.0, 0.3637472235367234)	(27.0, 0.4915398347048513)	(28.0, 0.6225136125821431)	(29.0, 0.7704536129083089)	(30.0, 0.9395827265844025)	(31.0, 1.1264293173337563)	(32.0, 1.359633217894428)	(33.0, 1.5944807795820564)	(34.0, 1.804757415565571)	(35.0, 2.024878520144111)	(36.0, 2.2394912018401167)	(37.0, 2.456112673075242)	(38.0, 2.605253047638199)	(39.0, 2.723868453635446)	(40.0, 2.8911030991283044)	(41.0, 3.008525130155447)	(42.0, 3.0879598077842716)	(43.0, 3.1492033912940274)	(44.0, 3.2488356194921457)	(45.0, 3.400544724929169)	(46.0, 3.476211463991584)	(47.0, 3.5287654579096412)	(48.0, 3.610150597855196)	(49.0, 3.6621411508049637)	(50.0, 3.6717826406660707)	(51.0, 3.6599223832652386)	(52.0, 3.6358285742402767)	(53.0, 3.574927954798176)	(54.0, 3.47609130991346)	(55.0, 3.333795051625774)	(56.0, 3.15505827787756)	(57.0, 2.946812595777674)	(58.0, 2.7025171906072734)	(59.0, 2.413571130152694)	(60.0, 2.1024723906343)	(61.0, 1.8018387213571634)	(62.0, 1.5211249650707428)	(63.0, 1.2503408351240375)	(64.0, 0.9984442263317406)	(65.0, 0.7909124694339107)	(66.0, 0.6340985654932932)	(67.0, 0.5154504962515077)	(68.0, 0.4211983710466654)	(69.0, 0.34312155115508547)	(70.0, 0.28438603820811026)	(71.0, 0.2420486405639281)	(72.0, 0.21018564551658592)	(73.0, 0.18346594493961535)	(74.0, 0.1605993406737443)	(75.0, 0.14241757891025758)	(76.0, 0.12858702793708301)	(77.0, 0.11499095239791728)	(78.0, 0.09807372481585104)	(79.0, 0.0840961892422531)	(80.0, 0.07274804485400731)	(81.0, 0.06185135316706202)	(82.0, 0.05070035479049526)	(83.0, 0.040623743850356796)	(84.0, 0.03226895251517832)	(85.0, 0.023931659346716913)	(86.0, 0.016956890093291592)	(87.0, 0.011791431278411627)	(88.0, 0.007853177222622385)	(89.0, 0.004853991447316065)	(90.0, 0.002743712541237055)	(91.0, 0.0015585033822673067)	(92.0, 0.0009938958695297495)	(93.0, 0.000727923735430239)	(94.0, 0.0005401100793336549)	(95.0, 0.00042228909010536296)	(96.0, 0.0003487967898936562)	(97.0, 0.00026947176744292504)	(98.0, 0.00018548056720097436)	(99.0, 0.00012715334481073085)	(100.0, 0.00013065297815414547)
SRR5364318_1	(0.0, 5.2375432520022184e-05)	(1.0, 8.539472693481878e-05)	(2.0, 0.00015029471940528104)	(3.0, 0.00022430348274879067)	(4.0, 0.0003051438242470858)	(5.0, 0.00036662802764015533)	(6.0, 0.00046796310360280695)	(7.0, 0.0006467227319863609)	(8.0, 0.0008334525348838313)	(9.0, 0.000988301639725636)	(10.0, 0.0012831980967405437)	(11.0, 0.001732943658597256)	(12.0, 0.0022658067546705253)	(13.0, 0.0029193610648116713)	(14.0, 0.003927018842642533)	(15.0, 0.005606448472360636)	(16.0, 0.008143241160504319)	(17.0, 0.011959816156311153)	(18.0, 0.018318876822057326)	(19.0, 0.028313475662508518)	(20.0, 0.04478441059369637)	(21.0, 0.07062143917509514)	(22.0, 0.1024793653035782)	(23.0, 0.14517103578919194)	(24.0, 0.20933207922257824)	(25.0, 0.2904354364798326)	(26.0, 0.3937197894093164)	(27.0, 0.5222661797588378)	(28.0, 0.6573196483007924)	(29.0, 0.831518059669668)	(30.0, 1.0199272921968565)	(31.0, 1.1858629097875188)	(32.0, 1.3980175693843826)	(33.0, 1.683484171352968)	(34.0, 1.913381578014169)	(35.0, 2.1085426869510036)	(36.0, 2.3870114756963705)	(37.0, 2.714548074538484)	(38.0, 2.8928215222766887)	(39.0, 2.9265547166086607)	(40.0, 3.0131085346370745)	(41.0, 3.1180609312326855)	(42.0, 3.1349280976968505)	(43.0, 3.17182203552177)	(44.0, 3.3263113439140892)	(45.0, 3.4463603896354167)	(46.0, 3.492103498363501)	(47.0, 3.5505670056157963)	(48.0, 3.649722808147071)	(49.0, 3.6952461677778436)	(50.0, 3.682288941210934)	(51.0, 3.6621426172324716)	(52.0, 3.616338024300994)	(53.0, 3.5538051736611647)	(54.0, 3.4481183824139143)	(55.0, 3.286354581883108)	(56.0, 3.1009649069003347)	(57.0, 2.870498202059568)	(58.0, 2.605817815223277)	(59.0, 2.323049686625832)	(60.0, 2.0153440205707014)	(61.0, 1.7153819483540205)	(62.0, 1.428322450079011)	(63.0, 1.1498183648465115)	(64.0, 0.8964294381037216)	(65.0, 0.6921071828613192)	(66.0, 0.5363119044450768)	(67.0, 0.41957389693610214)	(68.0, 0.33142148961946827)	(69.0, 0.2610038591926575)	(70.0, 0.2079156653518194)	(71.0, 0.1663671456107731)	(72.0, 0.1398367118466636)	(73.0, 0.11842996169864323)	(74.0, 0.09798760266680673)	(75.0, 0.08425840776840612)	(76.0, 0.07379243003527473)	(77.0, 0.0636816943661922)	(78.0, 0.05286844474352587)	(79.0, 0.04429709135198833)	(80.0, 0.03815436399447703)	(81.0, 0.033093303178140104)	(82.0, 0.026964238976938382)	(83.0, 0.021460264176899526)	(84.0, 0.016753306828252313)	(85.0, 0.012063428424992067)	(86.0, 0.008500760417271429)	(87.0, 0.0055893695269736724)	(88.0, 0.003477273280785821)	(89.0, 0.002266945351029656)	(90.0, 0.0014243840452727774)	(91.0, 0.0007241472844072633)	(92.0, 0.0002003929592070414)	(93.0, 6.717718518872411e-05)	(94.0, 3.0742101696534763e-05)	(95.0, 2.7326312619142015e-05)	(96.0, 2.6187716260011092e-05)	(97.0, 1.8217541746094672e-05)	(98.0, 4.554385436523668e-06)	(99.0, 2.277192718261834e-06)	(100.0, 2.277192718261834e-06)
SRR5364318_2	(0.0, 0.0002892032842334852)	(1.0, 0.00026529277648189786)	(2.0, 0.00024138226873031047)	(3.0, 0.00035296463823771815)	(4.0, 0.0004850417286750578)	(5.0, 0.0005533574651081646)	(6.0, 0.0006694942170444461)	(7.0, 0.0008243432196261546)	(8.0, 0.0010611711059275914)	(9.0, 0.001312800735122868)	(10.0, 0.0015359654741376831)	(11.0, 0.0018263073539783869)	(12.0, 0.002317042060689537)	(13.0, 0.0029569327919463035)	(14.0, 0.003849591748005565)	(15.0, 0.005264866087778093)	(16.0, 0.0073280013280579166)	(17.0, 0.010802995121288612)	(18.0, 0.015591928245249395)	(19.0, 0.02352224664952587)	(20.0, 0.03897640482630183)	(21.0, 0.06124961209470907)	(22.0, 0.0899672704999727)	(23.0, 0.1330528668727259)	(24.0, 0.19211182101914667)	(25.0, 0.26548178335269607)	(26.0, 0.36096782676085665)	(27.0, 0.4900469949643901)	(28.0, 0.6182187024689706)	(29.0, 0.7660778666179652)	(30.0, 0.9406678398376271)	(31.0, 1.1352970957443338)	(32.0, 1.386303913142462)	(33.0, 1.6356984791607683)	(34.0, 1.8480841335620466)	(35.0, 2.070515617005814)	(36.0, 2.294489897497361)	(37.0, 2.5207732498803477)	(38.0, 2.664189613969976)	(39.0, 2.7722093178223974)	(40.0, 2.929190909976426)	(41.0, 3.0326767261209033)	(42.0, 3.102438478975177)	(43.0, 3.1492427286011058)	(44.0, 3.2340134487497343)	(45.0, 3.38581784667774)	(46.0, 3.4542451654803545)	(47.0, 3.4922867833131295)	(48.0, 3.5701086544709035)	(49.0, 3.6235975989068114)	(50.0, 3.6339850066314656)	(51.0, 3.611982785117576)	(52.0, 3.5923716143788456)	(53.0, 3.544544905897635)	(54.0, 3.4477483389455656)	(55.0, 3.3173757261322323)	(56.0, 3.1506249836682696)	(57.0, 2.941863479084767)	(58.0, 2.699644342583151)	(59.0, 2.409463004723065)	(60.0, 2.0930541170507024)	(61.0, 1.7940053966015994)	(62.0, 1.518757878725791)	(63.0, 1.2477049470669748)	(64.0, 0.9915345985901112)	(65.0, 0.7849648905505047)	(66.0, 0.6292050114830213)	(67.0, 0.5107944841191246)	(68.0, 0.4179078544822438)	(69.0, 0.33975806778959144)	(70.0, 0.28321427133951615)	(71.0, 0.24153597913728497)	(72.0, 0.20917139900210063)	(73.0, 0.18355982941332893)	(74.0, 0.1598907039304719)	(75.0, 0.14137600076149273)	(76.0, 0.12733256254206043)	(77.0, 0.11384703617016516)	(78.0, 0.09804219054636591)	(79.0, 0.08366172802719694)	(80.0, 0.07191597574313147)	(81.0, 0.06166975387377268)	(82.0, 0.05126299002379608)	(83.0, 0.04178076580688086)	(84.0, 0.03383792285092498)	(85.0, 0.025973642991867184)	(86.0, 0.018864252020395208)	(87.0, 0.013494635136753017)	(88.0, 0.009017677209170091)	(89.0, 0.005543822011546612)	(90.0, 0.003237027311322041)	(91.0, 0.0018536336485516296)	(92.0, 0.0010463693630337514)	(93.0, 0.0006956819160104702)	(94.0, 0.000493011897925587)	(95.0, 0.00039964705813367446)	(96.0, 0.0003222225568428201)	(97.0, 0.00023341209947978135)	(98.0, 0.0001719279366899853)	(99.0, 0.00011158236950740767)	(100.0, 0.00010133500904244166)
SRR5364322_1	(0.0, 5.780095322535239e-05)	(1.0, 0.0001789965003107687)	(2.0, 0.0003197697896176753)	(3.0, 0.0003757061959647905)	(4.0, 0.0004381685163857359)	(5.0, 0.0005379217743714246)	(6.0, 0.0007047987199736517)	(7.0, 0.0008754047593323532)	(8.0, 0.0010534689862040033)	(9.0, 0.0013545933070393068)	(10.0, 0.0017163154014173186)	(11.0, 0.0021516870974856986)	(12.0, 0.0026374015592664822)	(13.0, 0.003359913474583387)	(14.0, 0.004594243507976397)	(15.0, 0.006414973534574996)	(16.0, 0.008889227241995727)	(17.0, 0.012882154381740635)	(18.0, 0.019792165112487603)	(19.0, 0.030104041622578293)	(20.0, 0.04698191996438118)	(21.0, 0.07380342680782294)	(22.0, 0.10657563501315861)	(23.0, 0.1492681648841552)	(24.0, 0.21249961089237335)	(25.0, 0.29279166083646163)	(26.0, 0.3942528437626157)	(27.0, 0.521154836568877)	(28.0, 0.6562701583737728)	(29.0, 0.8214969799887599)	(30.0, 0.9985646065539924)	(31.0, 1.1613964177038838)	(32.0, 1.3570768834811187)	(33.0, 1.6081493079170235)	(34.0, 1.8173682485771385)	(35.0, 2.005702399654119)	(36.0, 2.268070249078385)	(37.0, 2.563965448193672)	(38.0, 2.7418916985963326)	(39.0, 2.8018275579972665)	(40.0, 2.907522194610458)	(41.0, 3.0276633404362316)	(42.0, 3.055770452352218)	(43.0, 3.111360052979981)	(44.0, 3.2742496650830977)	(45.0, 3.401484479507124)	(46.0, 3.46512053218792)	(47.0, 3.543098679456116)	(48.0, 3.6581878355153052)	(49.0, 3.7203723384513934)	(50.0, 3.7262102347271537)	(51.0, 3.721156380413692)	(52.0, 3.691840109847169)	(53.0, 3.6416176074084117)	(54.0, 3.5378518445407563)	(55.0, 3.3795247786486855)	(56.0, 3.2001777435248084)	(57.0, 2.9736903019519)	(58.0, 2.706893221418382)	(59.0, 2.4212632851412295)	(60.0, 2.1109793777665855)	(61.0, 1.799573013171243)	(62.0, 1.5031557409300491)	(63.0, 1.2143737881552366)	(64.0, 0.9457923362592456)	(65.0, 0.7341616042121307)	(66.0, 0.5719758585555483)	(67.0, 0.4436484196608749)	(68.0, 0.34738279661092875)	(69.0, 0.27216884008971937)	(70.0, 0.2155723841477082)	(71.0, 0.1717648552435258)	(72.0, 0.1426928403180518)	(73.0, 0.11967500910621388)	(74.0, 0.09826534957685554)	(75.0, 0.08325108583985069)	(76.0, 0.07243578167263597)	(77.0, 0.06159996748976063)	(78.0, 0.0506289736582131)	(79.0, 0.04205299029176122)	(80.0, 0.035324772881642375)	(81.0, 0.02987936372375071)	(82.0, 0.023409386056267717)	(83.0, 0.017534198842942383)	(84.0, 0.01240949174810751)	(85.0, 0.007946698795046834)	(86.0, 0.004834770055268992)	(87.0, 0.0025656165044543513)	(88.0, 0.0011895809083153168)	(89.0, 0.0005873322666447098)	(90.0, 0.00028807249268764334)	(91.0, 0.00011466963301158618)	(92.0, 5.0342765712403694e-05)	(93.0, 3.169729693003195e-05)	(94.0, 2.7035929734439018e-05)	(95.0, 1.771319534325315e-05)	(96.0, 1.6780921904134567e-05)	(97.0, 1.3984101586778805e-05)	(98.0, 2.796820317355761e-06)	(99.0, 1.8645468782371738e-06)	(100.0, 9.322734391185869e-07)
SRR5364322_2	(0.0, 0.00030951449900626734)	(1.0, 0.000277817231035746)	(2.0, 0.00028620768432206046)	(3.0, 0.00038689312375783414)	(4.0, 0.0004847817454315031)	(5.0, 0.0005500408265472823)	(6.0, 0.0006367421771725319)	(7.0, 0.0007924316992630339)	(8.0, 0.0010460098430272048)	(9.0, 0.0013545920694461038)	(10.0, 0.001606305668035538)	(11.0, 0.001954975615711273)	(12.0, 0.0024006019124733083)	(13.0, 0.0029870013699279533)	(14.0, 0.004087083023022518)	(15.0, 0.0055367668963801865)	(16.0, 0.007870245182562978)	(17.0, 0.011569502809240293)	(18.0, 0.016352061182439547)	(19.0, 0.0244991913234509)	(20.0, 0.03993948991544428)	(21.0, 0.06227767338137551)	(22.0, 0.09086860909078577)	(23.0, 0.1335461835953307)	(24.0, 0.19247606611546672)	(25.0, 0.2637846640506787)	(26.0, 0.35548206347163486)	(27.0, 0.48125961959642577)	(28.0, 0.6078799501401975)	(29.0, 0.7512690677129624)	(30.0, 0.9164136983845534)	(31.0, 1.095227309732138)	(32.0, 1.3161591320318466)	(33.0, 1.5423741430841713)	(34.0, 1.7478945672420947)	(35.0, 1.9542531044560625)	(36.0, 2.1601716090087923)	(37.0, 2.3802970155204273)	(38.0, 2.5279540769981645)	(39.0, 2.6496128528319622)	(40.0, 2.8179234812102556)	(41.0, 2.927706036553569)	(42.0, 3.012210952962979)	(43.0, 3.0759467006709986)	(44.0, 3.1728070256808003)	(45.0, 3.329987251638504)	(46.0, 3.4146450607522425)	(47.0, 3.481872169299956)	(48.0, 3.57811532985692)	(49.0, 3.6439403004332314)	(50.0, 3.6765456019038494)	(51.0, 3.6812097616584536)	(52.0, 3.6719588207739977)	(53.0, 3.6309630660170655)	(54.0, 3.545234075700441)	(55.0, 3.419919859051572)	(56.0, 3.2559694695644)	(57.0, 3.055521540554347)	(58.0, 2.8188044788053186)	(59.0, 2.523313224058245)	(60.0, 2.1969404398545973)	(61.0, 1.8866335091490667)	(62.0, 1.599969011259196)	(63.0, 1.3185373594022232)	(64.0, 1.0522066589154417)	(65.0, 0.8338040921452631)	(66.0, 0.667871691137346)	(67.0, 0.5430003039674771)	(68.0, 0.4439966842793157)	(69.0, 0.36119223306926557)	(70.0, 0.29818645479715544)	(71.0, 0.2526971461691078)	(72.0, 0.2203519487503655)	(73.0, 0.19264853654412983)	(74.0, 0.16630717458803923)	(75.0, 0.14658215118450127)	(76.0, 0.1318764833913541)	(77.0, 0.11648559524649126)	(78.0, 0.09866334019377192)	(79.0, 0.08386630968706267)	(80.0, 0.07139996064877409)	(81.0, 0.05930279155508335)	(82.0, 0.04747504923914204)	(83.0, 0.036587037691267955)	(84.0, 0.027966313075873515)	(85.0, 0.020358036490361022)	(86.0, 0.01353939478634946)	(87.0, 0.008412827828411315)	(88.0, 0.0053642964677170545)	(89.0, 0.003208882245721603)	(90.0, 0.0015932538518123821)	(91.0, 0.001040416207502995)	(92.0, 0.0008213321494714504)	(93.0, 0.0006125030899009567)	(94.0, 0.00045774584039782307)	(95.0, 0.00035892494613678594)	(96.0, 0.0002936658650210067)	(97.0, 0.0002442554178904881)	(98.0, 0.00017992860936207712)	(99.0, 0.0001417054332799778)	(100.0, 0.00010068543943577371)
