GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Direction
ENSMUSG00000033880	798.159113801495	1.32790001080812	0.106868056530109	12.3458674817863	5.12785300915856e-35	1.02100681265356e-30	Up
ENSMUSG00000079017	87.4259147433904	1.20424536429974	0.121055677804704	9.67277201192783	3.93570529797163e-22	3.91819140939566e-18	Up
