GeneID	SRR5364316	SRR5364317	SRR5364318	SRR5364322	SRR5364323
ENSMUSG00000021709	12.1919438516466	12.1845658118843	12.2154477728532	11.9884264900364	11.9142712906091
ENSMUSG00000021388	8.46642425982162	8.50465715521317	8.63499910533535	8.53206743909261	8.35360118706906
ENSMUSG00000041995	9.2475427608742	9.28543967818694	9.1004043386391	9.30538102437132	9.17733156737361
ENSMUSG00000041112	12.6370638219817	12.5454511813953	12.2418449845778	12.5225241126988	12.6590533522182
ENSMUSG00000021669	12.3148858266829	12.2637673191235	12.2884145115289	12.1122239130208	12.3685550995653
ENSMUSG00000021712	12.0347705251593	12.0067866375721	12.1739423833812	11.8699568882913	12.0845880974878
ENSMUSG00000036006	9.94749564310791	9.94890821057347	9.99528654593491	9.81016920365465	9.96651558939975
ENSMUSG00000061474	9.48147257055453	9.54183636468931	9.55927088904065	9.5785714441452	9.41134896137509
ENSMUSG00000091183	8.94220716167242	8.98688745585808	8.90054262195405	8.84605754125252	8.99647739352216
ENSMUSG00000041773	10.2962976783206	10.166124442313	10.6394413948784	10.7040200527536	9.85222096062206
ENSMUSG00000038518	11.595205488759	11.4874910738871	11.2436449751572	11.2535723794485	11.3272995660334
ENSMUSG00000032621	11.8788718216423	11.8847732832894	11.7729651172773	11.7189837567471	12.0052917722983
ENSMUSG00000021377	11.2613371428821	11.2077498117719	11.1889339625675	10.9465943060473	11.1883126521956
ENSMUSG00000032745	12.4018883240706	12.4084524391795	12.4083865972147	12.2456091411739	12.293754044969
ENSMUSG00000047547	12.6305512618109	12.6806346654283	12.6515474443959	12.6759456880234	12.5766331683538
ENSMUSG00000042743	11.2326386484917	11.2407321002958	11.3650463116585	11.1413921193202	11.1638802463266
ENSMUSG00000006191	9.78592511888148	9.85416086191736	9.88322840788502	9.80736797582132	9.81132521232809
ENSMUSG00000037851	11.6652901063979	11.6725954342826	11.4387986281863	11.6016933907294	11.6249513556819
ENSMUSG00000044164	11.4261723380159	11.3571515682246	11.1876363504886	11.5469980298839	11.2141653698637
ENSMUSG00000021314	12.9668791722928	12.9131506646279	13.0216380200366	12.9945740251274	13.0268997334743
ENSMUSG00000021686	11.1422568866428	11.0683669489613	10.9301061280467	11.0331082687139	11.1537345033309
ENSMUSG00000021713	9.82353227868374	9.88019420942531	9.79134955891156	9.79185631577491	9.82454697569066
ENSMUSG00000021557	13.7096837427697	13.6864561609573	13.5258916949976	13.5786400122299	13.6696603938862
ENSMUSG00000033781	11.3077289106696	11.2361601472471	11.0678584472228	11.0331082687139	11.4956634729943
ENSMUSG00000021764	11.46129594451	11.5081966764133	11.5895994949871	11.4427845302345	11.4073073977553
ENSMUSG00000090641	9.7274662909163	9.63996860758757	9.76108021174995	9.79892920934022	9.50460938540269
ENSMUSG00000048264	11.5124180880601	11.4258101710542	11.5110120386793	11.3426463736441	11.4242616585113
ENSMUSG00000014164	11.0604514262937	10.9943740200898	10.6375309587668	11.0377639299761	11.1460776014642
ENSMUSG00000041324	8.85440144940688	8.69676643473757	8.6576008945026	8.43313735389943	8.91493271762732
ENSMUSG00000021423	8.66332881528882	8.75783136737919	8.87888604976731	8.82160052105309	8.7277300524875
ENSMUSG00000021611	8.08225859455264	8.21876602308998	8.15552593639905	8.24093184499482	8.20544337345421
ENSMUSG00000058246	8.63234670606593	8.69226704844044	8.74340597991744	8.70077025160383	8.74756384552741
ENSMUSG00000048280	11.0590590625438	11.0595103009139	10.8607905989477	10.7531308124749	10.7621701372951
ENSMUSG00000032727	10.9399896470264	10.8680305584699	11.0117043590604	10.8465241896002	10.9190801979925
ENSMUSG00000021613	9.55362163276717	9.61924792616055	9.69084206078051	9.50143623224928	9.2960859772401
ENSMUSG00000041417	12.9679863224662	12.9070258328312	12.542313123497	12.6809490452348	12.8784454384457
ENSMUSG00000021697	7.75390441059143	7.76607400592193	7.72334074069935	7.79695379066245	7.65781901103636
ENSMUSG00000038025	11.8422534685081	11.7637085518634	11.6701419021249	11.824731792814	11.9772603419131
ENSMUSG00000039114	11.4904371573746	11.4631363944149	11.4785418068007	11.7084769250495	11.3068645963049
ENSMUSG00000055313	8.50298722255539	8.63193222775374	8.44399358497834	8.56420852238454	8.567922331592
ENSMUSG00000021311	10.8158323853957	10.679922373042	10.6173137607695	10.6231155101701	10.7813132603527
ENSMUSG00000021660	11.7558536520696	11.7158352868086	11.8913399320122	11.8196925651951	11.688542975329
ENSMUSG00000021338	10.7908209739097	10.737722800794	10.6705962343812	10.6478004273459	10.7936600705655
ENSMUSG00000069184	9.34342060360794	9.39173602492855	9.37006165765747	9.25714211407987	9.23295642855542
ENSMUSG00000039233	11.3222852200889	11.4148819527574	11.3313985018408	11.4649319048716	11.3552058909238
ENSMUSG00000021486	11.1976749025831	11.2355058156971	11.3928692792744	11.3346453375416	11.2514939493066
ENSMUSG00000021499	7.71982449121923	7.69203829411007	7.59039682233404	7.6521323161113	7.6119298807632
ENSMUSG00000025877	7.84154969786942	7.86983120976824	7.98560773216905	7.93167685943337	7.93066811409234
ENSMUSG00000021371	10.1778508959772	10.1855267011826	10.1458366886665	10.2582157540411	10.2542333987921
ENSMUSG00000021699	11.5058081652415	11.4462903836701	11.4523490449521	11.3496691557441	11.4441376262603
ENSMUSG00000021687	13.212864168327	13.1499069005434	13.0878729597765	13.1001382921115	13.1072522924857
ENSMUSG00000021400	11.1049787020938	11.0844626316905	11.088184809715	11.0818138952991	11.1124147072381
ENSMUSG00000063200	10.8969381443087	10.8865427324495	10.8842734019345	10.843863284063	10.8451648078365
ENSMUSG00000035936	12.1738111710142	12.0874386876981	12.1608255092736	12.0433272582436	12.1496054065819
ENSMUSG00000021306	9.77548376544276	9.82224550878378	9.74477480596166	9.95091003828812	9.78109358645843
ENSMUSG00000059288	9.58221117851202	9.53294641065911	9.5360063676108	9.71299822347777	9.52948258179921
ENSMUSG00000034928	12.1482960409761	12.1417027863145	12.0836862049373	12.2461096069658	12.1719976851784
ENSMUSG00000035367	9.89894002983392	9.9291531365207	9.89142873993116	9.92287400960923	9.87142047291274
ENSMUSG00000021638	10.5661415122531	10.4640099794938	10.4873904941609	10.5021194124296	10.5225917215468
ENSMUSG00000041431	7.71982449121923	7.7983201877684	7.70481866342289	7.71734018648062	7.69743896621862
ENSMUSG00000033063	7.84154969786942	7.69203829411007	7.920490576606	7.74575720541639	7.6119298807632
ENSMUSG00000021615	9.34098865763346	9.38924638615091	9.45909582968823	9.30948950716061	9.22255233619885
ENSMUSG00000021218	13.2932271063154	13.264351042423	13.3586649674698	13.2472695855523	13.3606035790034
ENSMUSG00000009470	12.5398709108759	12.5105864200522	12.576529541269	12.2996430006092	12.431583583573
ENSMUSG00000021596	12.0105907061931	11.8864369084074	11.8522748292439	11.7938852406719	11.9954189761409
ENSMUSG00000032846	9.94132674909334	9.86810748170209	9.93170472352881	9.81016920365465	9.73267247199583
ENSMUSG00000021408	9.54117563841393	9.45245774180542	9.51232050253615	9.35975027479448	9.46638481328718
